,Date,AAL,AAPL,AMD,AMZN,GE,KO,MARA,MELI,RCL,TSLA,^GSPC
83,2016-08-22,34.70039749145508,25.52266502380371,7.579999923706055,759.47998046875,27.62858009338379,37.39360809326172,45.91999816894531,166.19149780273438,63.89203643798828,44.58599853515625,2182.639892578125
84,2016-08-23,35.08595275878906,25.60263442993164,7.670000076293945,762.4500122070312,27.5491886138916,37.48764419555664,47.20000076293945,166.06202697753906,65.56620025634766,44.96799850463867,2186.89990234375
85,2016-08-24,35.326927185058594,25.409765243530273,7.429999828338623,757.25,27.54036521911621,37.48764419555664,45.599998474121094,165.35491943359375,64.98983764648438,44.52399826049805,2175.43994140625
86,2016-08-25,35.3943977355957,25.301565170288086,7.46999979019165,759.219970703125,27.531543731689453,37.33376693725586,45.599998474121094,165.95249938964844,64.03842163085938,44.19200134277344,2172.469970703125
87,2016-08-26,34.92209243774414,25.153379440307617,7.670000076293945,769.0,27.5491886138916,37.03456115722656,46.880001068115234,166.27117919921875,63.80972671508789,43.99800109863281,2169.0400390625
88,2016-08-29,34.864253997802734,25.12516212463379,7.590000152587891,771.2899780273438,27.66386604309082,37.22264099121094,46.400001525878906,165.89273071289062,64.02013397216797,43.040000915527344,2180.3798828125
89,2016-08-30,35.712486267089844,24.932287216186523,7.489999771118164,767.5800170898438,27.672687530517578,36.966163635253906,46.720001220703125,166.22137451171875,64.15734100341797,42.268001556396484,2176.1201171875
90,2016-08-31,34.989566802978516,24.955808639526367,7.400000095367432,769.1599731445312,27.55801010131836,37.12858963012695,46.08000183105469,171.30064392089844,65.05388641357422,42.402000427246094,2170.949951171875
91,2016-09-01,34.931732177734375,25.103992462158203,7.349999904632568,770.6199951171875,27.522724151611328,37.06020736694336,47.84000015258789,172.97381591796875,66.51762390136719,40.15399932861328,2170.860107421875
92,2016-09-02,35.21125411987305,25.339200973510742,7.510000228881836,772.4400024414062,27.60211944580078,37.325225830078125,46.400001525878906,185.40309143066406,64.04757690429688,39.555999755859375,2179.97998046875
93,2016-09-06,35.625728607177734,25.332143783569336,7.340000152587891,788.8699951171875,27.39040184020996,37.43635940551758,46.400001525878906,185.5325469970703,63.19676971435547,40.566001892089844,2186.47998046875
94,2016-09-07,37.351112365722656,25.487382888793945,6.840000152587891,784.47998046875,27.39922332763672,37.30811309814453,45.279998779296875,181.25999450683594,61.202430725097656,40.34199905395508,2186.159912109375
95,2016-09-08,37.9294548034668,24.81938362121582,6.230000019073486,784.0599975585938,27.381580352783203,37.2995719909668,47.040000915527344,182.44517517089844,60.415687561035156,39.47200012207031,2181.300048828125
96,2016-09-09,37.10050582885742,24.257230758666992,5.900000095367432,760.1400146484375,26.561195373535156,36.136905670166016,45.119998931884766,178.5012664794922,60.36079025268555,38.89400100708008,2127.81005859375
97,2016-09-12,36.95592498779297,24.800569534301758,5.940000057220459,771.489990234375,26.89640235900879,36.92341613769531,46.2400016784668,178.80999755859375,61.769630432128906,39.65999984741211,2159.0400390625
98,2016-09-13,36.020938873291016,25.390945434570312,5.739999771118164,761.010009765625,26.331836700439453,36.44075012207031,45.599998474121094,176.22056579589844,61.84281921386719,39.209999084472656,2127.02001953125
99,2016-09-14,35.0763053894043,26.289451599121094,6.039999961853027,761.0900268554688,26.19951820373535,36.29423904418945,46.2400016784668,171.30064392089844,61.91600036621094,39.28200149536133,2125.77001953125
